top_category	rel_path	file_name	stem	data_block	chemical_name_common	chemical_name_mineral	chemical_name_systematic	chemical_formula_sum	search_key
MarsMineralCompendium	MarsMineralCompendium/Ferricopiapite_1.cif	Ferricopiapite_1.cif	Ferricopiapite_1	Ferricopiapite	Ferricopiapite			Fe4.69 S6 O46 H42	ferricopiapite_1 | ferricopiapite | ferricopiapite | fe4.69 s6 o46 h42 | marsmineralcompendium | marsmineralcompendium/ferricopiapite_1.cif
MarsMineralCompendium	MarsMineralCompendium/Ferricopiapite_2.cif	Ferricopiapite_2.cif	Ferricopiapite_2	Ferricopiapite	Ferricopiapite			Fe4.633 S6 O46 D42	ferricopiapite_2 | ferricopiapite | ferricopiapite | fe4.633 s6 o46 d42 | marsmineralcompendium | marsmineralcompendium/ferricopiapite_2.cif
MarsMineralCompendium	MarsMineralCompendium/Ferricopiapite_3.cif	Ferricopiapite_3.cif	Ferricopiapite_3	Ferricopiapite	Ferricopiapite			Fe4.619 S6 O46	ferricopiapite_3 | ferricopiapite | ferricopiapite | fe4.619 s6 o46 | marsmineralcompendium | marsmineralcompendium/ferricopiapite_3.cif
MarsMineralCompendium	MarsMineralCompendium/Ferrihydrite_1.cif	Ferrihydrite_1.cif	Ferrihydrite_1	Ferrihydrite	Ferrihydrite			Fe.48 O	ferrihydrite_1 | ferrihydrite | ferrihydrite | fe.48 o | marsmineralcompendium | marsmineralcompendium/ferrihydrite_1.cif
MarsMineralCompendium	MarsMineralCompendium/Ferrihydrite_2.cif	Ferrihydrite_2.cif	Ferrihydrite_2	Ferrihydrite	Ferrihydrite			Fe.39 O.595	ferrihydrite_2 | ferrihydrite | ferrihydrite | fe.39 o.595 | marsmineralcompendium | marsmineralcompendium/ferrihydrite_2.cif
MarsMineralCompendium	MarsMineralCompendium/Ferrihydrite_3.cif	Ferrihydrite_3.cif	Ferrihydrite_3	Ferrihydrite	Ferrihydrite			Fe4.93 (O8 H)	ferrihydrite_3 | ferrihydrite | ferrihydrite | fe4.93 (o8 h) | marsmineralcompendium | marsmineralcompendium/ferrihydrite_3.cif
MarsMineralCompendium	MarsMineralCompendium/Ferrihydrite_4.cif	Ferrihydrite_4.cif	Ferrihydrite_4	Ferrihydrite	Ferrihydrite			Fe4.75 (O8 H)	ferrihydrite_4 | ferrihydrite | ferrihydrite | fe4.75 (o8 h) | marsmineralcompendium | marsmineralcompendium/ferrihydrite_4.cif
MarsMineralCompendium	MarsMineralCompendium/Ferrosilite_1.cif	Ferrosilite_1.cif	Ferrosilite_1	Ferrosilite	Ferrosilite			Fe Si O3	ferrosilite_1 | ferrosilite | ferrosilite | fe si o3 | marsmineralcompendium | marsmineralcompendium/ferrosilite_1.cif
MarsMineralCompendium	MarsMineralCompendium/Ferrosilite_2.cif	Ferrosilite_2.cif	Ferrosilite_2	Ferrosilite	Ferrosilite			Si2 Fe1.71 Mg.25 Ca.04 O6	ferrosilite_2 | ferrosilite | ferrosilite | si2 fe1.71 mg.25 ca.04 o6 | marsmineralcompendium | marsmineralcompendium/ferrosilite_2.cif
MarsMineralCompendium	MarsMineralCompendium/Ferrosilite_3.cif	Ferrosilite_3.cif	Ferrosilite_3	Ferrosilite	Ferrosilite			Ca0.04 Fe1.71 Mg0.25 O6 Si2	ferrosilite_3 | ferrosilite | ferrosilite | ca0.04 fe1.71 mg0.25 o6 si2 | marsmineralcompendium | marsmineralcompendium/ferrosilite_3.cif
MarsMineralCompendium	MarsMineralCompendium/Forsterite_1.cif	Forsterite_1.cif	Forsterite_1	Forsterite	Forsterite			(Mg1.8 Fe.2) Si O4	forsterite_1 | forsterite | forsterite | (mg1.8 fe.2) si o4 | marsmineralcompendium | marsmineralcompendium/forsterite_1.cif
MarsMineralCompendium	MarsMineralCompendium/Forsterite_2.cif	Forsterite_2.cif	Forsterite_2	Forsterite	Forsterite			Mg1.03 Mn.97 Si O4	forsterite_2 | forsterite | forsterite | mg1.03 mn.97 si o4 | marsmineralcompendium | marsmineralcompendium/forsterite_2.cif
MarsMineralCompendium	MarsMineralCompendium/Forsterite_3.cif	Forsterite_3.cif	Forsterite_3	Forsterite	Forsterite			Si (Mg1.816 Fe.184) O4	forsterite_3 | forsterite | forsterite | si (mg1.816 fe.184) o4 | marsmineralcompendium | marsmineralcompendium/forsterite_3.cif
MarsMineralCompendium	MarsMineralCompendium/Forsterite_4.cif	Forsterite_4.cif	Forsterite_4	Forsterite	Forsterite			Mg1.07 Fe.912 Mn.012 Ca.004 Si O4	forsterite_4 | forsterite | forsterite | mg1.07 fe.912 mn.012 ca.004 si o4 | marsmineralcompendium | marsmineralcompendium/forsterite_4.cif
MarsMineralCompendium	MarsMineralCompendium/Forsterite_5.cif	Forsterite_5.cif	Forsterite_5	Forsterite	Forsterite			Mg2 Si O4	forsterite_5 | forsterite | forsterite | mg2 si o4 | marsmineralcompendium | marsmineralcompendium/forsterite_5.cif
MarsMineralCompendium	MarsMineralCompendium/Giniite_1.cif	Giniite_1.cif	Giniite_1	Giniite	Giniite			Fe5 H6 O20 P4	giniite_1 | giniite | giniite | fe5 h6 o20 p4 | marsmineralcompendium | marsmineralcompendium/giniite_1.cif
MarsMineralCompendium	MarsMineralCompendium/Giniite_2.cif	Giniite_2.cif	Giniite_2	Giniite	Giniite			Fe5 H6 O20 P4	giniite_2 | giniite | giniite | fe5 h6 o20 p4 | marsmineralcompendium | marsmineralcompendium/giniite_2.cif
MarsMineralCompendium	MarsMineralCompendium/Glauconite_1.cif	Glauconite_1.cif	Glauconite_1	Glauconite	Glauconite			K Al2 Si4 O12 H2	glauconite_1 | glauconite | glauconite | k al2 si4 o12 h2 | marsmineralcompendium | marsmineralcompendium/glauconite_1.cif
MarsMineralCompendium	MarsMineralCompendium/Glauconite_2.cif	Glauconite_2.cif	Glauconite_2	Glauconite	Glauconite			K Al2 Si4 O12 H2	glauconite_2 | glauconite | glauconite | k al2 si4 o12 h2 | marsmineralcompendium | marsmineralcompendium/glauconite_2.cif
MarsMineralCompendium	MarsMineralCompendium/Glauconite_3.cif	Glauconite_3.cif	Glauconite_3	Glauconite	Glauconite			K Al2 Si4 O12 H2	glauconite_3 | glauconite | glauconite | k al2 si4 o12 h2 | marsmineralcompendium | marsmineralcompendium/glauconite_3.cif
MarsMineralCompendium	MarsMineralCompendium/Goethite.cif	Goethite.cif	Goethite	Goethite	Goethite			Fe O (OH)	goethite | goethite | goethite | fe o (oh) | marsmineralcompendium | marsmineralcompendium/goethite.cif
MarsMineralCompendium	MarsMineralCompendium/Gypsum_1.cif	Gypsum_1.cif	Gypsum_1	Gypsum	Gypsum			Ca S O6 H4	gypsum_1 | gypsum | gypsum | ca s o6 h4 | marsmineralcompendium | marsmineralcompendium/gypsum_1.cif
MarsMineralCompendium	MarsMineralCompendium/Gypsum_2.cif	Gypsum_2.cif	Gypsum_2	Gypsum	Gypsum			Ca S O6 H4	gypsum_2 | gypsum | gypsum | ca s o6 h4 | marsmineralcompendium | marsmineralcompendium/gypsum_2.cif
MarsMineralCompendium	MarsMineralCompendium/Halite_1.cif	Halite_1.cif	Halite_1	Halite	Halite			Na Cl	halite_1 | halite | halite | na cl | marsmineralcompendium | marsmineralcompendium/halite_1.cif
MarsMineralCompendium	MarsMineralCompendium/Halite_2.cif	Halite_2.cif	Halite_2	Halite	Halite			Na Cl	halite_2 | halite | halite | na cl | marsmineralcompendium | marsmineralcompendium/halite_2.cif
MarsMineralCompendium	MarsMineralCompendium/Halite_3.cif	Halite_3.cif	Halite_3	Halite	Halite			Na Cl	halite_3 | halite | halite | na cl | marsmineralcompendium | marsmineralcompendium/halite_3.cif
MarsMineralCompendium	MarsMineralCompendium/Halloysite10A.cif	Halloysite10A.cif	Halloysite10A	Halloysite10A	Halloysite10A			Al2 Si2 (O11 H8)	halloysite10a | halloysite10a | halloysite10a | al2 si2 (o11 h8) | marsmineralcompendium | marsmineralcompendium/halloysite10a.cif
MarsMineralCompendium	MarsMineralCompendium/Halloysite7A.cif	Halloysite7A.cif	Halloysite7A	Halloysite7A	Halloysite7A			Al2 Si2 (O9 H4)	halloysite7a | halloysite7a | halloysite7a | al2 si2 (o9 h4) | marsmineralcompendium | marsmineralcompendium/halloysite7a.cif
MarsMineralCompendium	MarsMineralCompendium/HectoriteCs.cif	HectoriteCs.cif	HectoriteCs	HectoriteCs	HectoriteCs			Cs0.601 F2 Li0.602 Mg2.398 O10 Si4	hectoritecs | hectoritecs | hectoritecs | cs0.601 f2 li0.602 mg2.398 o10 si4 | marsmineralcompendium | marsmineralcompendium/hectoritecs.cif
MarsMineralCompendium	MarsMineralCompendium/Hedenbergite_1.cif	Hedenbergite_1.cif	Hedenbergite_1	Hedenbergite	Hedenbergite			Fe1.5 Ca.5 Si2 O6	hedenbergite_1 | hedenbergite | hedenbergite | fe1.5 ca.5 si2 o6 | marsmineralcompendium | marsmineralcompendium/hedenbergite_1.cif
MarsMineralCompendium	MarsMineralCompendium/Hedenbergite_2.cif	Hedenbergite_2.cif	Hedenbergite_2	Hedenbergite	Hedenbergite			Si2 Fe1.3 Ca.7 O6	hedenbergite_2 | hedenbergite | hedenbergite | si2 fe1.3 ca.7 o6 | marsmineralcompendium | marsmineralcompendium/hedenbergite_2.cif
MarsMineralCompendium	MarsMineralCompendium/Hematite_1.cif	Hematite_1.cif	Hematite_1	Hematite	Hematite			Fe2 O3	hematite_1 | hematite | hematite | fe2 o3 | marsmineralcompendium | marsmineralcompendium/hematite_1.cif
MarsMineralCompendium	MarsMineralCompendium/Hematite_2.cif	Hematite_2.cif	Hematite_2	Hematite	Hematite			Fe2 O3	hematite_2 | hematite | hematite | fe2 o3 | marsmineralcompendium | marsmineralcompendium/hematite_2.cif
MarsMineralCompendium	MarsMineralCompendium/Hydrohalite.cif	Hydrohalite.cif	Hydrohalite	Hydrohalite	Hydrohalite			Na Cl O2 H4	hydrohalite | hydrohalite | hydrohalite | na cl o2 h4 | marsmineralcompendium | marsmineralcompendium/hydrohalite.cif
MarsMineralCompendium	MarsMineralCompendium/Hydroniumjarosite_1.cif	Hydroniumjarosite_1.cif	Hydroniumjarosite_1	Hydroniumjarosite	Hydroniumjarosite			H6.92 Fe3 S2 O14	hydroniumjarosite_1 | hydroniumjarosite | hydroniumjarosite | h6.92 fe3 s2 o14 | marsmineralcompendium | marsmineralcompendium/hydroniumjarosite_1.cif
MarsMineralCompendium	MarsMineralCompendium/Hydroniumjarosite_2.cif	Hydroniumjarosite_2.cif	Hydroniumjarosite_2	Hydroniumjarosite	Hydroniumjarosite			K.1 H6.86 Fe3 S2 O14	hydroniumjarosite_2 | hydroniumjarosite | hydroniumjarosite | k.1 h6.86 fe3 s2 o14 | marsmineralcompendium | marsmineralcompendium/hydroniumjarosite_2.cif
MarsMineralCompendium	MarsMineralCompendium/Hydroniumjarosite_3.cif	Hydroniumjarosite_3.cif	Hydroniumjarosite_3	Hydroniumjarosite	Hydroniumjarosite			K.2 H6.81 Fe3 S2 O14	hydroniumjarosite_3 | hydroniumjarosite | hydroniumjarosite | k.2 h6.81 fe3 s2 o14 | marsmineralcompendium | marsmineralcompendium/hydroniumjarosite_3.cif
MarsMineralCompendium	MarsMineralCompendium/Hydroxyapatite.cif	Hydroxyapatite.cif	Hydroxyapatite	Hydroxylapatite	Hydroxylapatite			Ca5 P3 O13 H	hydroxyapatite | hydroxylapatite | hydroxylapatite | ca5 p3 o13 h | marsmineralcompendium | marsmineralcompendium/hydroxyapatite.cif
MarsMineralCompendium	MarsMineralCompendium/Hypersthene.cif	Hypersthene.cif	Hypersthene	Hypersthene	Hypersthene			(Mg.7 Fe.3) Si O3	hypersthene | hypersthene | hypersthene | (mg.7 fe.3) si o3 | marsmineralcompendium | marsmineralcompendium/hypersthene.cif
MarsMineralCompendium	MarsMineralCompendium/Illite_1.cif	Illite_1.cif	Illite_1	Illite	Illite			K Al4 Si2 O12	illite_1 | illite | illite | k al4 si2 o12 | marsmineralcompendium | marsmineralcompendium/illite_1.cif
MarsMineralCompendium	MarsMineralCompendium/Illite_2.cif	Illite_2.cif	Illite_2	Illite	Illite			K Al4 Si2 O12	illite_2 | illite | illite | k al4 si2 o12 | marsmineralcompendium | marsmineralcompendium/illite_2.cif
MarsMineralCompendium	MarsMineralCompendium/Illite_3.cif	Illite_3.cif	Illite_3	Illite	Illite			K Al2 Si4 O12 H2	illite_3 | illite | illite | k al2 si4 o12 h2 | marsmineralcompendium | marsmineralcompendium/illite_3.cif
MarsMineralCompendium	MarsMineralCompendium/Illite_4.cif	Illite_4.cif	Illite_4	Illite	Illite			K Al2 Si4 O12 H2	illite_4 | illite | illite | k al2 si4 o12 h2 | marsmineralcompendium | marsmineralcompendium/illite_4.cif
MarsMineralCompendium	MarsMineralCompendium/Illite_5.cif	Illite_5.cif	Illite_5	Illite	Illite			K Al2 Si4 O12 H2	illite_5 | illite | illite | k al2 si4 o12 h2 | marsmineralcompendium | marsmineralcompendium/illite_5.cif
MarsMineralCompendium	MarsMineralCompendium/Illite_6.cif	Illite_6.cif	Illite_6	Illite	Illite			K Al2 Si4 O12 H2	illite_6 | illite | illite | k al2 si4 o12 h2 | marsmineralcompendium | marsmineralcompendium/illite_6.cif
MarsMineralCompendium	MarsMineralCompendium/Illite_7.cif	Illite_7.cif	Illite_7	Illite	Illite			K Al2 Si4 O12 H2	illite_7 | illite | illite | k al2 si4 o12 h2 | marsmineralcompendium | marsmineralcompendium/illite_7.cif
MarsMineralCompendium	MarsMineralCompendium/Ilmenite_1.cif	Ilmenite_1.cif	Ilmenite_1	Ilmenite	Ilmenite			Fe Ti O3	ilmenite_1 | ilmenite | ilmenite | fe ti o3 | marsmineralcompendium | marsmineralcompendium/ilmenite_1.cif
MarsMineralCompendium	MarsMineralCompendium/Ilmenite_2.cif	Ilmenite_2.cif	Ilmenite_2	Ilmenite	Ilmenite			Fe Ti O3	ilmenite_2 | ilmenite | ilmenite | fe ti o3 | marsmineralcompendium | marsmineralcompendium/ilmenite_2.cif
MarsMineralCompendium	MarsMineralCompendium/Jadiete.cif	Jadiete.cif	Jadiete	Jadeite	Jadeite			Na Al Si2 O6	jadiete | jadeite | jadeite | na al si2 o6 | marsmineralcompendium | marsmineralcompendium/jadiete.cif
MarsMineralCompendium	MarsMineralCompendium/Jarosite-H3O.cif	Jarosite-H3O.cif	Jarosite-H3O	Jarosite	Jarosite			K.51 H6.49 Fe3 S2 O14	jarosite-h3o | jarosite | jarosite | k.51 h6.49 fe3 s2 o14 | marsmineralcompendium | marsmineralcompendium/jarosite-h3o.cif
MarsMineralCompendium	MarsMineralCompendium/Jarosite_1.cif	Jarosite_1.cif	Jarosite_1	Jarosite	Jarosite			K.7 H6.3 Fe3 S2 O14	jarosite_1 | jarosite | jarosite | k.7 h6.3 fe3 s2 o14 | marsmineralcompendium | marsmineralcompendium/jarosite_1.cif
MarsMineralCompendium	MarsMineralCompendium/Jarosite_2.cif	Jarosite_2.cif	Jarosite_2	Jarosite	Jarosite			Na.75 H6.73 Fe2.856 S2 O14	jarosite_2 | jarosite | jarosite | na.75 h6.73 fe2.856 s2 o14 | marsmineralcompendium | marsmineralcompendium/jarosite_2.cif
MarsMineralCompendium	MarsMineralCompendium/Jarosite_3.cif	Jarosite_3.cif	Jarosite_3	Jarosite	Jarosite			K (Fe2.79 Al.21) S2 O14 H6	jarosite_3 | jarosite | jarosite | k (fe2.79 al.21) s2 o14 h6 | marsmineralcompendium | marsmineralcompendium/jarosite_3.cif
MarsMineralCompendium	MarsMineralCompendium/Jarosite_4.cif	Jarosite_4.cif	Jarosite_4	Jarosite	Jarosite			K.6 H6.4 Fe3 S2 O14	jarosite_4 | jarosite | jarosite | k.6 h6.4 fe3 s2 o14 | marsmineralcompendium | marsmineralcompendium/jarosite_4.cif
MarsMineralCompendium	MarsMineralCompendium/K-chlorate.cif	K-chlorate.cif	K-chlorate	KchlorateV	KchlorateV			Cl K O3	k-chlorate | kchloratev | kchloratev | cl k o3 | marsmineralcompendium | marsmineralcompendium/k-chlorate.cif
MarsMineralCompendium	MarsMineralCompendium/K-perchlorate.cif	K-perchlorate.cif	K-perchlorate	KPerchlorate	KPerchlorate			Cl K O4	k-perchlorate | kperchlorate | kperchlorate | cl k o4 | marsmineralcompendium | marsmineralcompendium/k-perchlorate.cif
MarsMineralCompendium	MarsMineralCompendium/Kieserite_1.cif	Kieserite_1.cif	Kieserite_1	Kieserite	Kieserite			Mg S O5 H2	kieserite_1 | kieserite | kieserite | mg s o5 h2 | marsmineralcompendium | marsmineralcompendium/kieserite_1.cif
MarsMineralCompendium	MarsMineralCompendium/Kieserite_2.cif	Kieserite_2.cif	Kieserite_2	Kieserite	Kieserite			Mg S O5 H2	kieserite_2 | kieserite | kieserite | mg s o5 h2 | marsmineralcompendium | marsmineralcompendium/kieserite_2.cif
MarsMineralCompendium	MarsMineralCompendium/Kieserite_3.cif	Kieserite_3.cif	Kieserite_3	Kieserite	Kieserite			Mg S O5 H2	kieserite_3 | kieserite | kieserite | mg s o5 h2 | marsmineralcompendium | marsmineralcompendium/kieserite_3.cif
MarsMineralCompendium	MarsMineralCompendium/Labradorite_1.cif	Labradorite_1.cif	Labradorite_1	Labradorite	Labradorite			Na0.48 Ca0.52 ( Al1.52 Si2.48 O8 )	labradorite_1 | labradorite | labradorite | na0.48 ca0.52 ( al1.52 si2.48 o8 ) | marsmineralcompendium | marsmineralcompendium/labradorite_1.cif
MarsMineralCompendium	MarsMineralCompendium/Labradorite_2.cif	Labradorite_2.cif	Labradorite_2	Labradorite	Labradorite			Ca.325 Na.16 (Si1.19 Al.81) O4	labradorite_2 | labradorite | labradorite | ca.325 na.16 (si1.19 al.81) o4 | marsmineralcompendium | marsmineralcompendium/labradorite_2.cif
MarsMineralCompendium	MarsMineralCompendium/Labradorite_3.cif	Labradorite_3.cif	Labradorite_3	Labradorite	Labradorite			Ca.317 Na.183 Si1.174 Al.824 O4	labradorite_3 | labradorite | labradorite | ca.317 na.183 si1.174 al.824 o4 | marsmineralcompendium | marsmineralcompendium/labradorite_3.cif
MarsMineralCompendium	MarsMineralCompendium/Labradorite_4.cif	Labradorite_4.cif	Labradorite_4	Labradorite	Labradorite			Ca.32 Na.18 Si1.184 Al.814 O4	labradorite_4 | labradorite | labradorite | ca.32 na.18 si1.184 al.814 o4 | marsmineralcompendium | marsmineralcompendium/labradorite_4.cif
MarsMineralCompendium	MarsMineralCompendium/Labradorite_5.cif	Labradorite_5.cif	Labradorite_5	Labradorite	Labradorite			Ca.34 Na.15 (Si1.17 Al.83) O4	labradorite_5 | labradorite | labradorite | ca.34 na.15 (si1.17 al.83) o4 | marsmineralcompendium | marsmineralcompendium/labradorite_5.cif
MarsMineralCompendium	MarsMineralCompendium/Laumontite_1.cif	Laumontite_1.cif	Laumontite_1	Laumontite	Laumontite			Ca Al2 Si4 O15.02 H6.04	laumontite_1 | laumontite | laumontite | ca al2 si4 o15.02 h6.04 | marsmineralcompendium | marsmineralcompendium/laumontite_1.cif
MarsMineralCompendium	MarsMineralCompendium/Laumontite_2.cif	Laumontite_2.cif	Laumontite_2	Laumontite	Laumontite			Ca Si4 Al2 O16.5 D7.72	laumontite_2 | laumontite | laumontite | ca si4 al2 o16.5 d7.72 | marsmineralcompendium | marsmineralcompendium/laumontite_2.cif
MarsMineralCompendium	MarsMineralCompendium/Lepidocrocite.cif	Lepidocrocite.cif	Lepidocrocite	Lepidocrocite	Lepidocrocite			Fe O2 H	lepidocrocite | lepidocrocite | lepidocrocite | fe o2 h | marsmineralcompendium | marsmineralcompendium/lepidocrocite.cif
MarsMineralCompendium	MarsMineralCompendium/Lizardite1T.cif	Lizardite1T.cif	Lizardite1T	Lizardite1T	Lizardite1T			Mg3 Si2 H4 O9	lizardite1t | lizardite1t | lizardite1t | mg3 si2 h4 o9 | marsmineralcompendium | marsmineralcompendium/lizardite1t.cif
MarsMineralCompendium	MarsMineralCompendium/Mackinawite.cif	Mackinawite.cif	Mackinawite	Mackinawite	Mackinawite			Fe S	mackinawite | mackinawite | mackinawite | fe s | marsmineralcompendium | marsmineralcompendium/mackinawite.cif
MarsMineralCompendium	MarsMineralCompendium/Maghemite_1.cif	Maghemite_1.cif	Maghemite_1	Maghemite	Maghemite			Fe2.667 O4	maghemite_1 | maghemite | maghemite | fe2.667 o4 | marsmineralcompendium | marsmineralcompendium/maghemite_1.cif
MarsMineralCompendium	MarsMineralCompendium/Maghemite_2.cif	Maghemite_2.cif	Maghemite_2	Maghemite	Maghemite			Fe2.667 O4	maghemite_2 | maghemite | maghemite | fe2.667 o4 | marsmineralcompendium | marsmineralcompendium/maghemite_2.cif
MarsMineralCompendium	MarsMineralCompendium/Maghemite_3.cif	Maghemite_3.cif	Maghemite_3	Maghemite	Maghemite			Fe3 O4	maghemite_3 | maghemite | maghemite | fe3 o4 | marsmineralcompendium | marsmineralcompendium/maghemite_3.cif
MarsMineralCompendium	MarsMineralCompendium/Maghemite_4.cif	Maghemite_4.cif	Maghemite_4	Maghemite	Maghemite			Fe2.667 O4	maghemite_4 | maghemite | maghemite | fe2.667 o4 | marsmineralcompendium | marsmineralcompendium/maghemite_4.cif
MarsMineralCompendium	MarsMineralCompendium/Maghemite_5.cif	Maghemite_5.cif	Maghemite_5	Maghemite	Maghemite			Fe2 O3	maghemite_5 | maghemite | maghemite | fe2 o3 | marsmineralcompendium | marsmineralcompendium/maghemite_5.cif
MarsMineralCompendium	MarsMineralCompendium/Maghemite_6.cif	Maghemite_6.cif	Maghemite_6	Maghemite	Maghemite			Fe3 O4	maghemite_6 | maghemite | maghemite | fe3 o4 | marsmineralcompendium | marsmineralcompendium/maghemite_6.cif
MarsMineralCompendium	MarsMineralCompendium/Magnesioferrite.cif	Magnesioferrite.cif	Magnesioferrite	Magnesioferrite	Magnesioferrite			(Mg Fe2) O4	magnesioferrite | magnesioferrite | magnesioferrite | (mg fe2) o4 | marsmineralcompendium | marsmineralcompendium/magnesioferrite.cif
MarsMineralCompendium	MarsMineralCompendium/Magnetite_1.cif	Magnetite_1.cif	Magnetite_1	Magnetite	Magnetite			Fe3 O4	magnetite_1 | magnetite | magnetite | fe3 o4 | marsmineralcompendium | marsmineralcompendium/magnetite_1.cif
MarsMineralCompendium	MarsMineralCompendium/Magnetite_2.cif	Magnetite_2.cif	Magnetite_2	Magnetite	Magnetite			Fe3 O4	magnetite_2 | magnetite | magnetite | fe3 o4 | marsmineralcompendium | marsmineralcompendium/magnetite_2.cif
MarsMineralCompendium	MarsMineralCompendium/Magnetite_3.cif	Magnetite_3.cif	Magnetite_3	Magnetite	Magnetite			Fe2.904 Ti.096 O4	magnetite_3 | magnetite | magnetite | fe2.904 ti.096 o4 | marsmineralcompendium | marsmineralcompendium/magnetite_3.cif
MarsMineralCompendium	MarsMineralCompendium/Magnetite_4.cif	Magnetite_4.cif	Magnetite_4	Magnetite	Magnetite			Fe3 O4	magnetite_4 | magnetite | magnetite | fe3 o4 | marsmineralcompendium | marsmineralcompendium/magnetite_4.cif
MarsMineralCompendium	MarsMineralCompendium/Magnetite_5.cif	Magnetite_5.cif	Magnetite_5	Magnetite	Magnetite			Fe3 O4	magnetite_5 | magnetite | magnetite | fe3 o4 | marsmineralcompendium | marsmineralcompendium/magnetite_5.cif
MarsMineralCompendium	MarsMineralCompendium/Magnetite_6.cif	Magnetite_6.cif	Magnetite_6	Magnetite	Magnetite			Fe3 O4	magnetite_6 | magnetite | magnetite | fe3 o4 | marsmineralcompendium | marsmineralcompendium/magnetite_6.cif
MarsMineralCompendium	MarsMineralCompendium/Melanterite_1.cif	Melanterite_1.cif	Melanterite_1	Melanterite	Melanterite			Fe S O11 H14	melanterite_1 | melanterite | melanterite | fe s o11 h14 | marsmineralcompendium | marsmineralcompendium/melanterite_1.cif
MarsMineralCompendium	MarsMineralCompendium/Melanterite_2.cif	Melanterite_2.cif	Melanterite_2	Melanterite	Melanterite			Fe S O11 (D13.16 H.84)	melanterite_2 | melanterite | melanterite | fe s o11 (d13.16 h.84) | marsmineralcompendium | marsmineralcompendium/melanterite_2.cif
MarsMineralCompendium	MarsMineralCompendium/Melanterite_3.cif	Melanterite_3.cif	Melanterite_3	Melanterite	Melanterite			Fe.688 Zn1.232 Cu.079 S2 O22 H28	melanterite_3 | melanterite | melanterite | fe.688 zn1.232 cu.079 s2 o22 h28 | marsmineralcompendium | marsmineralcompendium/melanterite_3.cif
MarsMineralCompendium	MarsMineralCompendium/Mg-chlorate-hydrate-1.cif	Mg-chlorate-hydrate-1.cif	Mg-chlorate-hydrate-1	MgChlorateHydrate	MgChlorateHydrate			Cl2 H4 Mg O8	mg-chlorate-hydrate-1 | mgchloratehydrate | mgchloratehydrate | cl2 h4 mg o8 | marsmineralcompendium | marsmineralcompendium/mg-chlorate-hydrate-1.cif
MarsMineralCompendium	MarsMineralCompendium/Mg-chlorate-hydrate-2.cif	Mg-chlorate-hydrate-2.cif	Mg-chlorate-hydrate-2	MgChlorateHydrate	MgChlorateHydrate			Cl2 H12 Mg O12	mg-chlorate-hydrate-2 | mgchloratehydrate | mgchloratehydrate | cl2 h12 mg o12 | marsmineralcompendium | marsmineralcompendium/mg-chlorate-hydrate-2.cif
MarsMineralCompendium	MarsMineralCompendium/Mg-perchlorate_1.cif	Mg-perchlorate_1.cif	Mg-perchlorate_1	MgPerchlorate	MgPerchlorate			Cl2 H4 Mg O10	mg-perchlorate_1 | mgperchlorate | mgperchlorate | cl2 h4 mg o10 | marsmineralcompendium | marsmineralcompendium/mg-perchlorate_1.cif
MarsMineralCompendium	MarsMineralCompendium/Mg-perchlorate_2.cif	Mg-perchlorate_2.cif	Mg-perchlorate_2	MgPerchlorate	MgPerchlorate			Cl2 H12 Mg O10	mg-perchlorate_2 | mgperchlorate | mgperchlorate | cl2 h12 mg o10 | marsmineralcompendium | marsmineralcompendium/mg-perchlorate_2.cif
MarsMineralCompendium	MarsMineralCompendium/Mg-perchlorate_3.cif	Mg-perchlorate_3.cif	Mg-perchlorate_3	MgPerchlorate	MgPerchlorate			Cl2 H4 Mg O10	mg-perchlorate_3 | mgperchlorate | mgperchlorate | cl2 h4 mg o10 | marsmineralcompendium | marsmineralcompendium/mg-perchlorate_3.cif
MarsMineralCompendium	MarsMineralCompendium/Montmorillonite_1.cif	Montmorillonite_1.cif	Montmorillonite_1	Montmorillonite	Montmorillonite			Al2 Si4 O12 Ca.5	montmorillonite_1 | montmorillonite | montmorillonite | al2 si4 o12 ca.5 | marsmineralcompendium | marsmineralcompendium/montmorillonite_1.cif
MarsMineralCompendium	MarsMineralCompendium/Montmorillonite_2.cif	Montmorillonite_2.cif	Montmorillonite_2	Montmorillonite	Montmorillonite			Al2 Si4 O12 Ca.5	montmorillonite_2 | montmorillonite | montmorillonite | al2 si4 o12 ca.5 | marsmineralcompendium | marsmineralcompendium/montmorillonite_2.cif
MarsMineralCompendium	MarsMineralCompendium/Montmorillonite_3.cif	Montmorillonite_3.cif	Montmorillonite_3	Montmorillonite	Montmorillonite			Si3.9 Al.86 Li.08 Fe.1 Mg.14 O10 H	montmorillonite_3 | montmorillonite | montmorillonite | si3.9 al.86 li.08 fe.1 mg.14 o10 h | marsmineralcompendium | marsmineralcompendium/montmorillonite_3.cif
MarsMineralCompendium	MarsMineralCompendium/Montmorillonite_4.cif	Montmorillonite_4.cif	Montmorillonite_4	Montmorillonite	Montmorillonite			Si3.9 Al.86 Li.08 Fe.1 Mg.14 O10 H	montmorillonite_4 | montmorillonite | montmorillonite | si3.9 al.86 li.08 fe.1 mg.14 o10 h | marsmineralcompendium | marsmineralcompendium/montmorillonite_4.cif
